,lnR,lnR_2,SZCZRV,Jan,Feb,Mar,Apr,May,June,July,Aug,Sep,Oct,Nov,Dec,M,Tu,W,Th,F,Sa,Su,ntd_cnt,risk_M,risk_Tu,risk_Th,risk_F,risk_Jan,risk_Feb,risk_May,risk_Dec,risk_ntd_cnt,emotion_M,emotion_Tu,emotion_Th,emotion_F,emotion_Jan,emotion_Feb,emotion_May,emotion_Dec,emotion_ntd_cnt,news_M,news_Tu,news_Th,news_F,news_Jan,news_Feb,news_May,news_Dec,news_ntd_cnt
2013-05-16,0.02135802315519264,0.000456165153097745,0.0002491967256835683,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.5422885520455585,0.0,0.0,0.0,0.5422885520455585,0.0,0.0,-0.0,-0.0,-0.3163801332304928,-0.0,-0.0,-0.0,-0.3163801332304928,-0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2013-05-17,0.02020540007533178,0.00040825819220421754,0.00012615119281421248,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.4402634929050303,0.0,0.0,0.4402634929050303,0.0,0.0,0.0,0.0,0.0,0.09708991118711385,0.0,0.0,0.09708991118711385,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2013-05-20,0.00656161350167217,4.305477174532652e-05,0.00012484130503090688,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0.6131229463792337,0.0,0.0,0.0,0.0,0.0,0.6131229463792337,0.0,1.2262458927584674,0.10170505322040131,0.0,0.0,0.0,0.0,0.0,0.10170505322040131,0.0,0.20341010644080262,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0
2013-05-21,0.010302228721435824,0.00010613591662877722,0.00011180929913207808,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.8373700776135334,0.0,0.0,0.0,0.0,0.8373700776135334,0.0,0.0,0.0,0.5660463363605079,0.0,0.0,0.0,0.0,0.5660463363605079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-05-22,0.00016269162158089046,2.646856373261966e-08,0.00011070147180119399,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.8508981175954333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8153411618553768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2013-05-23,-0.014930590778480024,0.00022292254099443273,0.00016362960885098603,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.9498491917193196,0.0,0.0,0.0,0.9498491917193196,0.0,0.0,0.0,0.0,0.4888456693015331,0.0,0.0,0.0,0.4888456693015331,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2013-05-24,0.004219592767167768,1.780496312073454e-05,0.00019150551224027457,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,1.0150347717409511,0.0,0.0,1.0150347717409511,0.0,0.0,0.0,0.0,0.0,0.24926047435645113,0.0,0.0,0.24926047435645113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-05-27,-0.004764763405580297,2.2702970311157147e-05,8.962136333402289e-05,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0.9975221871132477,0.0,0.0,0.0,0.0,0.0,0.9975221871132477,0.0,1.9950443742264954,-0.151136732012517,-0.0,-0.0,-0.0,-0.0,-0.0,-0.151136732012517,-0.0,-0.302273464025034,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,8.0
2013-05-28,0.019362908656921363,0.00037492223165628023,0.00017595949877271245,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,1.0534775740626392,0.0,0.0,0.0,0.0,1.0534775740626392,0.0,0.0,0.0,0.056078842300176165,0.0,0.0,0.0,0.0,0.056078842300176165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-05-29,-0.003957324693317332,1.5660418728339117e-05,6.949707152311613e-05,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0626942704153253,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.4194472584859948,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-05-30,-0.0026842595198282027,7.205249169788333e-06,6.836002960120666e-05,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,1.4249025728006868,0.0,0.0,0.0,1.4249025728006868,0.0,0.0,-0.0,-0.0,-0.45446401631080463,-0.0,-0.0,-0.0,-0.45446401631080463,-0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2013-05-31,-0.013010763484858856,0.00016927996645893655,8.134841297261432e-05,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,1.2761441460387066,0.0,0.0,1.2761441460387066,0.0,0.0,-0.0,-0.0,-0.0,-0.5135890445606782,-0.0,-0.0,-0.5135890445606782,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-06-03,-0.000725045266049662,5.256906378210251e-07,9.197737823569232e-05,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,-0.6408768643730378,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-1.2817537287460756,-0.5685085286990208,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-1.1370170573980416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-06-04,-0.013819700325560902,0.0001909841170883081,0.00010182619120804722,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.0,-0.6260568361054947,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.7801916677900216,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-06-05,0.0020987860040282413,4.404902690704833e-06,4.569554335567053e-05,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-06-06,-0.015691001158440798,0.0002462075173541905,8.391002091077962e-05,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.0,-0.0,-0.6945648825795694,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-1.062199024585014,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-06-07,-0.026737760599123916,0.0007149078418560634,0.00014456864875343907,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.0,-0.0,-0.0,-0.6396416697804757,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-1.2460058797964166,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-06-13,-0.03852411970965264,0.001484107799403647,0.0009126646334932395,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,5,-0.0,-0.0,-0.3055698806204411,-0.0,-0.0,-0.0,-0.0,-0.0,-1.5278494031022056,-0.0,-0.0,-1.1867956645645819,-0.0,-0.0,-0.0,-0.0,-0.0,-5.9339783228229095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-06-14,0.005562967725722956,3.094660991743524e-05,6.21635889929972e-05,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.0,-0.0,-0.0,-0.20069456976464514,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-1.1040642603015949,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-06-17,-0.008879491839607567,7.884537532965738e-05,0.0001409852855763892,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,-0.19073331064192056,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.3814666212838411,-0.9629336917590096,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-1.9258673835180191,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
2013-06-18,0.007864761647146779,6.185447576643091e-05,0.00010462372288719828,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.0,-0.17543531892403283,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.9465188784462828,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-06-19,-0.0058749525185994855,3.451506709579844e-05,0.00042881157927461555,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-06-20,-0.03304840883400928,0.0010921973264598225,0.00014684223883060563,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.0,-0.0,-0.16693060341174337,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.8030500679449133,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-06-21,-0.0014038727324177103,1.970858648825968e-06,0.0006493328288394436,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.0,-0.0,-0.0,-0.17392374963331195,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.4888977617898758,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-06-24,-0.0696682252719647,0.004853661612545221,0.0007528228279562506,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2.4618236607809276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.923647321561855,-0.8689280100241031,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-1.7378560200482063,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
2013-06-25,-0.012387105287761102,0.00015344037741007907,0.002112906422639976,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,2.351107043270501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.7286224504655275,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-06-26,0.009467919213768994,8.964149423845609e-05,0.0004053063837018647,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-06-27,-0.0029211051608157845,8.53285536054461e-06,0.0003620719928953496,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,2.3088722426250707,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.84892060997913,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-06-28,0.019705601278692697,0.00038831072175481526,0.00041751427506919156,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,2.1948288401152056,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.5210940855406211,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-07-01,0.003115564434008178,9.706741742456698e-06,0.00020533261426380957,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,2.19439081301089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.38878162602178,-0.5900856937322616,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-1.1801713874645232,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
2013-07-02,0.006503407625721991,4.2294310746298944e-05,0.00021232742383367587,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,2.6018960369032955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.21768791113319466,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-07-03,-0.008414935860731276,7.081114554022123e-05,0.00025956081885067264,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-07-04,0.012944592772901942,0.0001675624820562652,0.00033649304807945436,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,2.5195680022958675,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.17238175829344804,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-07-05,0.006702152067905587,4.491884234133113e-05,0.00040828438676181373,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,2.5053014208456936,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.06912324130638157,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-07-08,-0.028265324435709616,0.0007989285654559232,0.0006246491755335619,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,2.099402451818936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.198804903637872,-0.354444792315971,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.708889584631942,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
2013-07-09,-0.004877258144043495,2.3787647003638594e-05,0.00020342154591894245,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,2.0774425993771954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.49072731844931555,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-07-10,0.03246266730104885,0.0010538247682985865,0.00022699204713898564,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-07-11,0.041602355458564944,0.0017307559797007884,0.0003810028986502773,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,1.1008012260131697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12360156166364414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-07-12,-0.021229855201166714,0.0004507067518625054,0.00031989116609476407,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.9320552840176847,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.2732035472965776,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-07-15,0.015470931663903897,0.0002393497265491842,0.0005406205040104997,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0.95401057045778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.90802114091556,-0.1857544197747677,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.3715088395495354,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
2013-07-16,0.005992256566244691,3.590713875570262e-05,0.00020014614579856764,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,1.046776841822603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1361225672164868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-07-17,-0.01512353383985321,0.00022872127580518515,0.00036272932994180354,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-07-18,-0.01998178965298969,0.0003992719177363258,0.00020811405517362196,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.7909388210250411,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.4297325509770477,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-07-19,-0.030870383915120314,0.000952980603066919,0.00032062530951673223,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.5315279052978383,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-1.0471477968308094,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
2013-07-22,0.002637440919222911,6.9560946023913935e-06,0.0002925458345267651,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0.8006269264351689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6012538528703377,-0.6889722659464983,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-1.3779445318929966,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
2013-07-23,0.035723539194368215,0.001276171252571562,0.00036895837608300953,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.5309038078224319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.5183766783876618,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-07-24,-0.0035032473853640056,1.2272742243059742e-05,0.00025702988473697057,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-07-25,-0.005211487148006455,2.7159598293836456e-05,0.00035762391269408773,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.7219302774404446,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.6020419897037695,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-07-26,-0.006511667465874282,4.24018131861256e-05,0.000219456550981301,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.804248249585854,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.4247779292900931,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-07-29,-0.022542372771363617,0.0005081585701631158,0.0004383182031065423,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0.6709401597008868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3418803194017737,-0.3212819083387914,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.6425638166775828,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
2013-07-30,0.008005913386519126,6.409464915244614e-05,0.0003459869059138784,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.6686744532134261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.39931595997871155,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-07-31,0.0045471138786084,2.0676244625033124e-05,0.000604517464751149,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-08-01,0.021200766795109516,0.0004494725127006182,0.00021580047779704635,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.6530719164365488,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.5731553074742911,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-08-02,0.003734920903841754,1.3949634157954105e-05,0.0004511980601944163,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.6547539902738473,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.5899929216471151,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
2013-08-05,0.012348286271594233,0.00015248017384524262,0.00010135784604362226,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0.6618246281541914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3236492563083828,-0.3904508340819042,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.7809016681638083,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
2013-08-06,0.010212684545066963,0.00010429892561704961,0.00017091770830512322,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.6735268849545062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007697703426946776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-08-07,-0.00579339790564859,3.3563459293173464e-05,0.00018853438162460127,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-08-08,0.002316952037551445,5.368266744313793e-06,9.982968325213251e-05,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.7519405750825483,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.04105274271103684,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-08-09,0.0038251453086779463,1.46317366325009e-05,0.00024297259561310738,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.9496528124992778,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.2460005387480285,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-08-12,0.02554387582244999,0.0006524895920327452,0.00020245072928738676,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0.8162038994854856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.632407798970971,0.2573191521692477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5146383043384954,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
2013-08-13,0.0007081602604159798,5.014909544324283e-07,7.669104052137238e-05,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.8840030111309644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10457378091249134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-08-14,-0.0030947133168375274,9.57725051341153e-06,0.00011761922755706556,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-08-15,-0.013031946485890344,0.0001698316292111097,9.106350576747114e-05,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.861004965607987,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.22145040450499812,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-08-16,-0.007413603299612603,5.496151388402688e-05,0.0007211520753172733,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.859820750495766,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.31613994387865185,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2013-08-19,0.014298451735173856,0.00020444572202309624,0.0001517856550708011,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0.8315059562518178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6630119125036356,-0.053621316861976014,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.10724263372395203,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
2013-08-20,-0.006193619423555674,3.836092156384612e-05,0.00016139751137663152,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.9301266760953626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.4808921399461996,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
